762,931
726,978
801,968
854,934
924,823
993,852
994,811
991,771
948,754
977,718
1006,678
981,628
997,564
958,584
904,600
883,649
918,649
828,626
822,563
900,548
984,522
943,501
877,463
841,494
939,428
1003,455
999,377
936,361
816,386
868,381
781,445
755,513
777,553
718,615
739,678
696,658
651,643
580,669
595,638
638,604
678,577
674,515
545,558
591,591
623,567
521,616
458,613
422,624
468,560
294,542
316,604
377,631
379,585
413,555
358,517
233,531
272,609
217,611
129,592
138,858
134,997
219,990
432,876
429,858
423,839
423,826
417,808
415,794
411,778
408,766
408,745
354,793
358,706
302,681
388,863
331,859
335,911
320,1011
327,957
372,957
368,1004
412,1006
406,975
424,950
455,991
449,968
488,949
475,1006
515,1009
511,978
528,938
543,992
573,977
548,943
563,1011
125,651
133,701
132,748
83,535
73,573
710,416
1002,321
962,307
1008,269
970,258
939,276
908,307
862,278
826,329
755,322
634,413
614,447
547,471
504,528
475,511
323,497
281,477
321,436
376,351
442,360
361,409
289,354
289,292
204,316
203,398
242,386
230,421
195,459
163,433
140,502
100,478
88,415
130,373
179,273
239,250
447,422
401,429
433,471
420,516
377,481
515,410
654,264
672,156
600,151
394,161
432,250
276,168
104,183
54,264
47,155
158,125
110,90
52,101
367,274
481,288
560,349
604,353
692,307
600,298
740,278
904,228
814,116
39,456
796,491
765,388
669,334
819,253
941,226
1007,232
813,187
753,222
534,245
579,269
514,184
568,183
496,356
543,377
575,426
45,332
148,194
345,237
674,198
588,225
732,168
720,108
684,88
632,86
547,96
581,80
479,101
497,133
443,156
479,192
356,137
310,127
218,104
152,43
318,81
709,55
876,85
859,132
891,187
964,188
343,178
253,97
385,113
424,116
792,33
746,28
700,16
615,21
524,25
573,48
490,42
432,29
415,67
355,24
273,21
29,37
112,260
29,395
192,513
165,570
591,510
293,230
219,191
712,227
770,93
1014,186
582,387
485,459
410,373
523,305
995,913
958,921
