24,230
222,98
193,95
151,86
146,122
174,23
205,25
218,12
266,9
288,28
259,65
308,11
337,10
388,21
427,12
109,478
152,515
227,479
155,446
201,542
38,612
13,732
188,416
270,400
318,372
366,391
374,366
329,341
331,295
375,256
397,238
463,265
439,306
483,307
523,283
522,227
499,188
547,186
569,263
611,176
610,128
649,220
679,184
674,134
699,81
736,112
744,150
812,128
779,77
813,37
836,67
891,48
870,104
1014,359
973,392
939,415
859,446
796,448
775,464
752,502
693,535
717,566
773,589
650,649
662,599
602,563
554,564
611,609
523,664
527,729
460,765
353,839
277,870
86,1001
228,917
189,946
151,973
369,970
379,907
437,854
472,930
434,980
488,1005
721,689
765,732
811,719
805,780
848,755
956,783
902,833
979,847
955,920
1000,957
879,901
914,907
892,950
877,1001
825,992
791,892
810,831
826,922
1005,1008
196,57
398,338
794,178
459,670
280,790
179,876
413,939
1012,571
900,780
369,775
406,730
830,449
404,268
661,160
