109,326
84,260
23,269
38,323
14,459
5,430
119,525
130,577
207,328
207,301
222,249
183,229
152,247
135,263
127,225
170,188
196,182
241,171
243,79
124,199
230,278
247,203
278,224
284,260
357,231
376,177
330,129
341,82
382,85
373,64
349,32
401,11
411,41
442,69
438,161
500,144
612,141
680,206
510,253
446,253
411,303
359,365
428,393
334,457
371,478
399,524
453,505
589,457
522,411
505,359
453,623
492,628
511,593
483,711
564,642
610,703
597,685
625,675
659,657
677,619
634,596
697,591
619,560
659,557
695,566
728,608
753,625
759,583
763,560
783,524
725,511
698,526
671,511
639,488
634,316
761,447
804,441
864,554
827,638
637,819
711,996
845,994
825,951
951,931
908,859
954,819
886,782
852,824
887,679
712,461
695,471
660,416
726,333
743,281
625,236
813,343
874,411
846,382
831,288
847,243
784,176
819,117
821,30
944,180
932,316
912,487
971,402
1018,306
1016,25
982,88
1009,188
930,247
812,893
863,910
1014,876
965,754
913,732
970,622
764,755
565,301
600,373
566,205
542,171
403,453
417,474
733,755
839,574
803,590
821,500
711,879
325,319
566,101
1007,108
992,583
907,792
871,860
972,999
991,974
621,976
596,1008
506,64
718,372
728,402
686,428
664,463
824,527
679,819
911,1007
503,509
483,457
453,316
494,201
519,210
499,31
760,64
971,218
908,357
