51,941
184,978
269,902
895,991
748,997
296,1004
414,963
473,871
35,875
75,717
90,654
175,706
223,754
295,702
347,775
388,896
559,922
782,859
799,797
750,792
663,815
564,668
520,785
423,763
216,609
21,772
31,568
182,510
120,467
124,552
213,405
295,479
443,588
380,611
537,450
479,472
648,737
647,877
922,711
875,642
877,592
830,570
811,692
786,738
722,764
708,918
622,929
595,987
494,977
365,537
356,458
422,380
515,376
468,403
371,295
320,308
267,342
36,424
58,476
86,314
24,293
119,247
181,158
310,223
247,185
236,251
110,138
149,102
263,117
255,47
349,121
350,50
396,77
406,194
490,184
469,252
436,330
561,528
645,496
758,357
737,520
797,463
863,449
922,497
859,515
618,596
644,626
976,660
926,574
913,621
996,421
954,331
994,369
868,309
817,268
874,224
922,235
679,703
564,847
122,778
247,648
591,349
563,306
660,316
607,281
685,246
691,182
737,172
831,161
880,117
970,84
982,132
915,67
815,70
742,71
691,91
600,140
612,72
512,20
560,13
179,50
37,64
89,30
371,406
307,429
608,419
837,398
703,501
454,919
408,845
867,808
754,677
159,614
324,526
611,196
669,30
463,124
13,165
78,434
139,676
344,1004
482,899
476,834
326,856
88,1007
339,647
946,415
988,275
985,237
857,9
785,18
415,131
409,249
203,337
459,647
925,17
903,755
962,168
546,97
1014,527
507,293
549,970
825,629
790,534
734,602
687,933
732,866
613,773
592,813
516,866
329,961
348,925
208,914
235,706
84,830
975,711
1018,632
1007,479
1015,55
549,206
359,358
408,454
473,520
772,564
663,541
718,467
788,320
729,419
670,903
513,1009
443,1012
251,1008
286,962
248,973
254,811
248,776
183,807
188,749
313,795
195,681
368,568
440,64
471,59
406,41
385,13
319,16
217,72
99,91
176,212
148,201
131,197
18,233
531,270
507,261
644,143
911,277
533,829
556,808
690,653
722,670
754,636
794,622
567,609
515,608
609,849
740,815
729,736
644,684
627,706
867,370
184,302
