75,63
111,111
166,152
147,97
154,32
210,57
227,109
228,170
279,158
270,227
321,249
331,287
394,243
389,189
364,189
406,122
408,61
353,38
315,97
285,33
490,161
534,110
503,76
471,37
516,17
582,22
592,144
636,160
652,124
687,89
640,40
708,24
785,53
824,70
788,113
773,165
726,144
681,234
725,208
928,96
946,128
1004,135
977,93
957,28
1005,65
901,28
834,27
883,207
845,178
844,248
987,219
1005,275
922,275
770,266
622,241
565,236
570,274
490,282
515,315
531,342
585,304
584,395
637,371
695,364
691,323
817,394
821,323
904,351
876,384
921,424
980,441
1006,364
963,365
995,515
801,430
757,405
757,451
841,478
707,446
724,528
779,514
904,543
454,363
475,413
298,527
356,547
402,571
423,520
477,489
512,512
550,459
585,504
564,531
620,567
595,623
637,665
592,677
567,696
530,637
462,592
304,607
15,111
61,158
118,207
92,230
157,255
204,297
164,330
138,365
144,405
182,395
242,404
188,481
124,525
111,464
58,535
80,428
101,394
116,416
16,381
56,364
15,175
16,510
31,448
92,589
28,588
55,617
80,662
17,694
15,743
26,784
26,830
8,861
94,785
125,788
156,803
131,846
86,909
119,965
75,1005
119,713
170,717
161,645
234,716
269,690
250,745
207,798
242,822
343,725
316,794
343,763
377,790
327,837
275,908
313,921
218,911
197,941
220,995
193,857
156,1006
360,666
373,627
417,658
450,689
492,692
475,718
552,752
562,787
578,839
598,869
641,883
497,788
514,847
429,904
431,762
365,886
389,933
447,987
501,989
496,936
564,917
542,954
541,1009
578,982
682,1004
715,957
773,967
774,1006
836,974
890,1004
917,962
945,979
1000,977
1013,922
975,874
943,828
1005,843
993,783
938,738
987,720
1001,652
950,655
855,667
896,709
768,723
830,616
920,584
1004,590
946,473
791,569
816,544
963,310
986,32
244,616
233,655
508,589
582,555
642,509
721,576
664,566
516,375
627,286
442,205
351,217
318,141
277,107
458,13
97,323
138,283
420,839
374,832
279,985
331,1001
383,999
982,1010
865,322
766,358
639,458
607,444
644,726
629,999
935,922
898,873
849,748
725,487
510,435
487,889
833,202
963,177
77,473
208,355
26,255
24,13
110,11
184,6
128,57
824,129
849,285
874,578
684,510
768,239
958,74
540,84
322,17
50,409
971,905
938,868
939,681
955,608
914,641
877,523
482,534
471,335
256,936
425,953
869,95
776,17
719,92
451,87
78,21
20,297
693,188
163,949
164,901
450,155
