115,49
65,187
82,282
282,123
292,179
279,72
206,526
247,515
340,574
344,642
347,698
349,763
378,800
381,871
389,927
441,430
498,491
535,431
576,489
663,492
644,437
724,432
725,484
800,490
791,428
936,433
1007,432
1013,491
952,490
902,494
725,611
688,654
629,714
642,677
488,583
631,903
873,994
934,1009
986,1005
992,975
1004,695
975,677
923,673
962,723
924,730
883,717
893,666
912,43
748,36
702,288
605,270
580,218
591,188
535,224
483,194
474,239
456,323
502,255
454,134
448,93
460,54
505,38
544,92
535,72
498,115
452,13
219,147
106,501
7,825
14,901
526,1008
639,808
574,744
581,691
539,637
968,162
791,843
898,637
885,606
246,370
646,195
593,156
