1004,878
998,920
961,927
930,968
861,944
877,1004
789,982
747,997
702,1000
674,946
625,963
617,1010
628,911
781,716
896,773
954,785
975,735
885,716
955,599
1007,640
883,294
968,226
1002,229
856,66
763,277
1011,37
682,242
624,288
683,303
646,350
574,389
536,422
509,443
482,453
350,446
325,396
597,519
556,713
653,559
632,445
407,159
455,167
422,73
367,39
375,310
349,351
287,355
299,312
213,365
228,404
194,390
126,364
114,468
181,519
432,914
174,889
54,916
534,635
487,533
393,513
363,537
331,559
388,472
228,263
414,225
457,236
498,248
472,17
173,70
94,149
56,396
59,477
113,531
150,729
102,764
107,823
133,850
873,892
411,750
220,700
218,774
719,147
784,146
1011,173
1011,407
997,552
976,987
364,713
158,439
253,629
440,481
419,406
154,382
