265,861
312,905
258,915
200,999
382,978
399,950
462,933
546,944
918,979
961,534
915,499
878,471
913,593
873,648
815,724
770,751
690,719
685,671
493,464
412,358
382,290
433,214
467,142
419,153
360,122
413,112
452,79
406,60
383,22
514,14
500,80
519,115
619,24
583,107
605,78
580,65
437,142
372,168
335,147
284,174
265,119
228,81
169,132
102,321
43,310
84,259
36,223
154,206
431,499
354,561
388,528
500,703
481,726
481,749
685,578
723,497
907,250
700,368
715,304
745,278
790,226
715,143
738,117
683,111
724,76
826,63
646,272
614,260
639,316
606,326
565,350
73,986
741,956
862,963
601,979
661,931
629,902
636,808
674,801
692,769
645,760
75,151
111,131
33,99
109,96
144,357
104,413
15,392
28,358
127,570
165,535
652,625
517,633
563,656
158,733
200,742
141,781
86,932
133,937
102,891
21,924
17,806
399,841
318,833
312,753
408,753
340,623
523,856
813,912
791,833
853,775
930,788
983,693
931,670
785,656
113,1001
31,1009
95,707
120,646
33,602
204,298
177,281
295,271
254,324
313,329
205,172
161,70
189,52
358,52
602,430
570,421
675,527
670,419
665,377
225,556
310,485
212,481
900,898
684,884
744,898
725,1009
682,1010
586,1015
549,1010
344,998
13,847
76,801
29,666
99,523
109,497
7,469
540,263
503,226
434,260
461,318
291,599
768,569
838,598
802,526
758,502
838,427
783,383
816,323
747,167
839,185
869,178
868,204
914,92
791,139
622,216
564,234
521,413
478,400
452,429
373,432
312,377
353,359
134,449
388,222
690,213
520,166
478,53
459,23
927,46
976,119
965,259
980,300
927,331
886,822
853,870
202,948
591,585
568,613
519,543
585,531
308,532
256,511
1006,806
977,938
895,1014
1005,1001
443,566
395,595
426,629
500,585
508,505
630,683
547,759
554,707
424,709
458,675
360,692
333,667
225,666
469,856
644,974
971,824
962,604
968,478
827,499
634,463
552,454
278,418
211,370
168,408
59,384
94,206
137,251
139,149
18,159
30,32
80,56
127,32
180,11
250,29
297,18
546,49
562,146
721,14
863,21
633,138
1004,193
924,199
915,137
836,113
997,27
921,407
910,363
976,362
975,417
747,333
899,558
888,741
939,745
984,734
973,876
363,879
254,784
248,712
195,613
19,546
30,501
128,605
66,651
293,684
365,766
554,557
715,443
830,359
830,255
738,223
644,173
592,174
566,297
495,277
611,376
806,458
1000,612
701,604
604,616
599,679
586,731
593,757
655,722
738,773
728,727
778,692
827,679
874,690
848,732
810,760
837,820
834,852
911,851
923,818
927,536
770,433
876,385
223,245
226,851
526,899
393,919
639,1009
663,61
556,12
485,108
459,170
479,211
571,206
677,142
773,60
778,176
578,377
497,343
252,280
229,266
178,241
263,223
283,199
238,150
326,98
293,79
294,115
144,17
245,442
187,446
415,433
639,105
268,986
321,179
360,217
347,249
281,374
232,391
275,352
364,498
199,514
163,484
52,557
52,526
70,474
10,436
155,659
285,781
414,803
724,671
752,612
977,63
921,21
784,18
849,297
109,178
323,439
526,675
386,707
486,792
514,821
429,860
447,891
387,1012
486,974
698,971
939,913
1014,401
1013,254
1016,73
1008,529
728,561
188,799
179,703
260,663
392,641
471,620
801,610
888,413
745,403
404,411
464,369
586,483
447,109
185,88
77,21
519,318
