15,859
57,830
104,795
146,772
189,741
231,714
266,688
315,655
350,623
391,593
449,613
534,499
575,470
611,439
657,413
703,381
738,358
771,401
798,378
828,309
816,350
863,336
893,246
937,274
888,294
947,204
985,224
1004,277
727,239
881,142
922,115
971,77
1000,52
928,12
849,72
762,86
771,40
810,27
718,16
626,158
579,131
571,43
422,287
489,292
406,165
338,124
262,182
227,186
205,215
163,217
151,264
304,431
235,468
142,529
86,560
46,617
11,330
408,58
497,15
644,44
120,168
118,117
167,142
199,114
244,65
261,49
313,41
234,16
202,30
185,58
129,43
106,78
57,65
82,16
25,15
761,219
151,98
