56,80
77,112
105,73
166,119
182,69
157,29
314,44
265,42
258,106
287,141
164,195
25,924
89,929
111,882
283,832
514,876
468,842
489,802
353,978
325,1015
441,1011
308,654
375,647
642,826
691,883
739,919
592,885
721,795
795,783
882,868
891,937
953,865
1008,893
938,949
800,671
360,855
861,551
814,551
783,597
739,546
903,597
922,554
967,565
1002,590
975,510
1010,483
785,504
731,492
671,557
625,493
599,542
459,562
500,512
499,452
440,449
420,491
316,532
223,554
198,495
155,490
154,547
161,603
74,560
120,538
51,498
48,656
18,556
24,406
89,354
155,383
260,430
356,369
149,315
199,286
21,328
78,300
43,271
106,263
249,172
295,204
347,173
357,231
300,284
480,351
433,322
477,237
545,280
634,247
580,326
581,404
610,463
649,429
616,378
703,374
683,321
733,435
750,381
790,373
840,433
850,488
898,499
823,333
919,318
826,269
942,258
951,438
907,395
855,194
898,101
702,171
719,225
627,133
662,93
774,67
761,30
835,43
596,48
542,88
531,130
450,126
398,111
436,20
482,10
35,14
9,85
20,165
17,204
79,197
38,230
782,268
877,260
863,356
595,256
566,167
517,201
374,315
354,423
504,396
551,466
769,946
838,858
839,94
814,158
956,164
233,229
83,396
116,501
441,365
579,371
644,295
713,281
783,331
913,202
681,22
540,53
476,62
324,242
188,347
412,73
671,501
890,442
1004,378
964,332
753,800
142,878
87,722
11,643
108,559
12,257
293,313
421,250
767,229
