78,88
129,39
22,27
283,352
395,397
504,430
580,440
641,421
670,475
726,448
809,448
849,441
963,432
994,395
907,549
919,606
991,670
917,690
863,636
809,615
807,559
740,566
700,569
426,81
487,166
543,87
504,78
479,14
439,33
371,137
652,144
725,116
806,192
822,157
864,121
914,132
936,103
1006,68
1004,113
920,17
276,591
314,622
353,646
380,673
404,697
429,716
462,742
497,764
520,782
547,795
576,819
604,845
621,864
676,925
713,929
724,980
766,960
801,1010
826,1000
684,1012
200,996
238,956
566,928
131,859
14,532
210,48
473,49
588,20
978,56
908,79
750,604
